ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,discount_level,discount_amount,profit_per_item
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,19.68,5,0.2,6.888,Medium Discount,3.936,1.3776
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,25.92,4,0.0,12.4416,No Discount,0.0,3.1104
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,6.48,1,0.0,3.1104,No Discount,0.0,3.1104
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Technology,Phones,86.352,6,0.2,8.6352,Medium Discount,17.270400000000002,1.4391999999999998
Standard Class,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Art,56.3,2,0.0,15.764,No Discount,0.0,7.882
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,51.016,7,0.2,8.2901,Medium Discount,10.2032,1.1843000000000001
Standard Class,Consumer,United States,Renton,Washington,98059,West,Office Supplies,Binders,150.8,5,0.2,56.55,Medium Discount,30.160000000000004,11.309999999999999
Standard Class,Consumer,United States,Renton,Washington,98059,West,Technology,Machines,1039.992,1,0.2,103.9992,Medium Discount,207.9984,103.9992
Standard Class,Consumer,United States,Renton,Washington,98059,West,Office Supplies,Paper,51.84,8,0.0,24.8832,No Discount,0.0,3.1104
First Class,Home Office,United States,New York City,New York,10009,East,Technology,Phones,41.22,1,0.0,11.1294,No Discount,0.0,11.1294
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Supplies,240.37,1,0.0,7.2111,No Discount,0.0,7.2111
First Class,Home Office,United States,New York City,New York,10009,East,Technology,Phones,119.02,2,0.0,33.3256,No Discount,0.0,16.6628
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Binders,133.12,5,0.2,49.92,Medium Discount,26.624000000000002,9.984
Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Furniture,Furnishings,38.08,5,0.6,-29.512,High Discount,22.848,-5.9024
Same Day,Home Office,United States,New York City,New York,10009,East,Furniture,Bookcases,113.568,2,0.2,12.7764,Medium Discount,22.7136,6.3882
Second Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,83.92,4,0.0,21.8192,No Discount,0.0,5.4548
Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,6.63,3,0.0,3.1161,No Discount,0.0,1.0387
Second Class,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,371.97,3,0.0,66.9546,No Discount,0.0,22.3182
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Furniture,Chairs,561.584,2,0.2,70.198,Medium Discount,112.3168,35.099
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage,99.92,5,0.2,-1.249,Medium Discount,19.984,-0.24980000000000002
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,4.928,2,0.2,1.7248,Medium Discount,0.9856,0.8624
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,14.76,2,0.0,4.2804,No Discount,0.0,2.1402
Standard Class,Home Office,United States,Waterbury,Connecticut,6708,East,Technology,Accessories,99.99,1,0.0,41.9958,No Discount,0.0,41.9958
Standard Class,Home Office,United States,Waterbury,Connecticut,6708,East,Office Supplies,Storage,286.15,5,0.0,71.5375,No Discount,0.0,14.3075
Standard Class,Home Office,United States,Chandler,Arizona,85224,West,Office Supplies,Fasteners,49.792,8,0.2,-11.8256,Medium Discount,9.958400000000001,-1.4782
Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Furniture,Bookcases,299.975,5,0.5,-167.986,High Discount,149.9875,-33.5972
Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Technology,Phones,158.376,4,0.4,-36.9544,Medium Discount,63.35040000000001,-9.2386
First Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,32.784,4,0.8,-52.4544,High Discount,26.2272,-13.1136
First Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,47.984,2,0.2,14.3952,Medium Discount,9.5968,7.1976
First Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,62.592,8,0.2,13.3008,Medium Discount,12.5184,1.6626
First Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,4.276,1,0.8,-6.6278,High Discount,3.4208,-6.6278
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Paper,10.56,2,0.0,4.752,No Discount,0.0,2.376
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Storage,229.94,2,0.0,6.8982,No Discount,0.0,3.4491
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Envelopes,311.15,5,0.0,146.2405,No Discount,0.0,29.2481
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,12.96,2,0.0,6.3504,No Discount,0.0,3.1752
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,14.62,2,0.0,6.7252,No Discount,0.0,3.3626
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,5.76,2,0.0,2.8224,No Discount,0.0,1.4112
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Fasteners,21.48,6,0.0,10.5252,No Discount,0.0,1.7542
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,396.92,4,0.0,198.46,No Discount,0.0,49.615
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,17.15,1,0.0,4.6305,No Discount,0.0,4.6305
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,23.12,2,0.2,7.803,Medium Discount,4.6240000000000006,3.9015
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Art,5.248,2,0.2,0.5904,Medium Discount,1.0496,0.2952
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Technology,Phones,824.95,5,0.0,247.485,No Discount,0.0,49.497
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Labels,24.64,8,0.0,11.8272,No Discount,0.0,1.4784
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Art,227.88,6,0.0,68.364,No Discount,0.0,11.394
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Bookcases,241.96,2,0.0,33.8744,No Discount,0.0,16.9372
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Office Supplies,Binders,3.89,1,0.0,1.8672,No Discount,0.0,1.8672
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Furnishings,8.01,3,0.0,3.0438,No Discount,0.0,1.0146
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Phones,177.48,3,0.2,19.9665,Medium Discount,35.496,6.6555
Second Class,Corporate,United States,Spokane,Washington,99207,West,Furniture,Chairs,569.568,2,0.2,7.1196,Medium Discount,113.9136,3.5598
Second Class,Corporate,United States,Spokane,Washington,99207,West,Office Supplies,Storage,149.73,7,0.0,43.4217,No Discount,0.0,6.2031
First Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Chairs,899.43,5,0.3,-12.849,Medium Discount,269.82899999999995,-2.5698
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,46.2,5,0.2,5.775,Medium Discount,9.24,1.155
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,47.952,3,0.2,16.1838,Medium Discount,9.5904,5.3946000000000005
First Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,7.992,1,0.2,0.6993,Medium Discount,1.5984,0.6993
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,76.864,2,0.2,26.9024,Medium Discount,15.372800000000002,13.4512
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,102.93,3,0.0,48.3771,No Discount,0.0,16.1257
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Technology,Accessories,98.16,6,0.0,9.816,No Discount,0.0,1.6360000000000001
Second Class,Home Office,United States,Hollywood,Florida,33021,South,Office Supplies,Binders,11.52,5,0.7,-7.68,High Discount,8.064,-1.536
Same Day,Corporate,United States,Chandler,Arizona,85224,West,Office Supplies,Paper,83.88,1,0.2,29.358,Medium Discount,16.776,29.358
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,108.576,4,0.4,-25.3344,Medium Discount,43.4304,-6.3336
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,5.984,2,0.2,-1.3464,Medium Discount,1.1968,-0.6732
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Supplies,21.96,2,0.0,6.1488,No Discount,0.0,3.0744
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Furniture,Chairs,368.97,3,0.0,81.1734,No Discount,0.0,27.0578
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Art,12.39,3,0.0,3.4692,No Discount,0.0,1.1563999999999999
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Storage,332.94,3,0.0,9.9882,No Discount,0.0,3.3294
Standard Class,Corporate,United States,Draper,Utah,84020,West,Technology,Accessories,111.93,7,0.0,34.6983,No Discount,0.0,4.9569
First Class,Home Office,United States,Oakland,California,94601,West,Furniture,Chairs,454.272,8,0.2,-73.8192,Medium Discount,90.8544,-9.2274
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Paper,19.44,3,0.0,9.3312,No Discount,0.0,3.1104000000000003
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Copiers,8399.976,4,0.4,1119.9968,Medium Discount,3359.9904000000006,279.9992
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,6.294,1,0.7,-4.196,High Discount,4.405799999999999,-4.196
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,10.368,2,0.2,3.6288,Medium Discount,2.0736000000000003,1.8144
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,122.382,3,0.4,-24.4764,Medium Discount,48.9528,-8.158800000000001
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Storage,25.984,2,0.2,-1.624,Medium Discount,5.1968000000000005,-0.812
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Furniture,Tables,945.036,6,0.4,-299.2614,Medium Discount,378.0144,-49.8769
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,14.301,7,0.7,-10.4874,High Discount,10.0107,-1.4982
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Furniture,Furnishings,410.352,3,0.2,-51.294,Medium Discount,82.0704,-17.098
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,23.52,5,0.2,8.526,Medium Discount,4.704,1.7052
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Phones,180.96,5,0.2,13.572,Medium Discount,36.192,2.7144
First Class,Consumer,United States,Pocatello,Idaho,83201,West,Furniture,Furnishings,35.0,4,0.0,14.7,No Discount,0.0,3.675
First Class,Consumer,United States,Pocatello,Idaho,83201,West,Office Supplies,Storage,477.15,5,0.0,28.629,No Discount,0.0,5.7258000000000004
First Class,Consumer,United States,Pocatello,Idaho,83201,West,Technology,Phones,302.376,3,0.2,22.6782,Medium Discount,60.4752,7.5594
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Furniture,Tables,974.988,4,0.3,-97.4988,Medium Discount,292.4964,-24.3747
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,589.41,5,0.1,-6.549,Low Discount,58.941,-1.3098
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Art,34.7,5,0.0,12.492,No Discount,0.0,2.4984
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,99.87,3,0.0,23.9688,No Discount,0.0,7.9896
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,37.94,2,0.0,18.2112,No Discount,0.0,9.1056
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Labels,24.9,5,0.0,11.454,No Discount,0.0,2.2908
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,82.26,3,0.0,33.7266,No Discount,0.0,11.242199999999999
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Fasteners,7.104,6,0.2,2.4864,Medium Discount,1.4208,0.41440000000000005
Second Class,Home Office,United States,Houston,Texas,77095,Central,Furniture,Furnishings,103.5,5,0.6,-77.625,High Discount,62.099999999999994,-15.525
Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Labels,2.464,1,0.2,0.8624,Medium Discount,0.4928,0.8624
Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Storage,8.72,1,0.2,0.654,Medium Discount,1.7440000000000002,0.654
Standard Class,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Binders,10.76,2,0.0,5.1648,No Discount,0.0,2.5824
Standard Class,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Paper,45.68,2,0.0,21.0128,No Discount,0.0,10.5064
Standard Class,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,6.7,1,0.0,2.211,No Discount,0.0,2.211
Second Class,Consumer,United States,Glenview,Illinois,60025,Central,Technology,Phones,158.376,3,0.2,13.8579,Medium Discount,31.675200000000004,4.6193
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Art,3.44,2,0.2,0.559,Medium Discount,0.6880000000000001,0.2795
First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,56.56,2,0.0,15.2712,No Discount,0.0,7.6356
First Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,36.96,7,0.0,11.4576,No Discount,0.0,1.6367999999999998
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,135.99,1,0.0,36.7173,No Discount,0.0,36.7173
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,15.96,7,0.0,7.0224,No Discount,0.0,1.0032
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,3.76,2,0.0,1.0904,No Discount,0.0,0.5452
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,14.7,5,0.0,6.615,No Discount,0.0,1.323
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,37.2,5,0.0,9.3,No Discount,0.0,1.86
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Technology,Accessories,89.97,3,0.0,18.8937,No Discount,0.0,6.297899999999999
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,261.96,2,0.0,23.5764,No Discount,0.0,11.7882
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Labels,74.0,5,0.0,37.0,No Discount,0.0,7.4
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Furniture,Furnishings,13.28,2,0.0,6.3744,No Discount,0.0,3.1872
Standard Class,Consumer,United States,Lebanon,Tennessee,37087,South,Office Supplies,Storage,84.96,6,0.2,6.372,Medium Discount,16.992,1.062
Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,68.46,7,0.0,25.3302,No Discount,0.0,3.6186000000000003
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,2079.4,5,0.0,582.232,No Discount,0.0,116.4464
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Phones,629.95,5,0.0,176.386,No Discount,0.0,35.2772
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Furnishings,72.42,6,0.0,23.8986,No Discount,0.0,3.9831
Standard Class,Home Office,United States,Detroit,Michigan,48234,Central,Technology,Phones,131.98,2,0.0,35.6346,No Discount,0.0,17.8173
Standard Class,Home Office,United States,Detroit,Michigan,48234,Central,Technology,Accessories,114.52,7,0.0,11.452,No Discount,0.0,1.636
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Labels,100.24,10,0.2,33.831,Medium Discount,20.048000000000002,3.3831
Second Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Appliances,871.8,3,0.2,87.18,Medium Discount,174.36,29.060000000000002
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Bookcases,61.96,4,0.5,-53.2856,High Discount,30.98,-13.3214
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,4.554,3,0.7,-3.4914,High Discount,3.1878,-1.1638
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Appliances,5.2,2,0.2,0.585,Medium Discount,1.04,0.2925
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Accessories,205.992,1,0.2,-2.5749,Medium Discount,41.1984,-2.5749
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Paper,15.552,3,0.2,5.4432,Medium Discount,3.1104000000000003,1.8144
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Phones,503.96,5,0.2,50.396,Medium Discount,100.792,10.0792
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Appliances,24.472,7,0.2,1.8354,Medium Discount,4.894400000000001,0.2622
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Furniture,Bookcases,241.568,2,0.2,0.0,Medium Discount,48.31360000000001,0.0
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Accessories,110.4,2,0.2,-4.14,Medium Discount,22.080000000000002,-2.07
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,384.768,2,0.4,-115.4304,Medium Discount,153.9072,-57.7152
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Machines,78.66,6,0.0,36.1836,No Discount,0.0,6.0306
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Paper,45.36,4,0.0,22.2264,No Discount,0.0,5.5566
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Appliances,962.08,4,0.2,156.338,Medium Discount,192.41600000000003,39.0845
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,12.843,3,0.7,-9.8463,High Discount,8.9901,-3.2821
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,295.456,14,0.2,96.0232,Medium Discount,59.09120000000001,6.8588000000000005
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,32.4,5,0.0,15.552,No Discount,0.0,3.1104
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,103.936,4,0.2,16.8896,Medium Discount,20.787200000000002,4.2224
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Furniture,Bookcases,289.568,2,0.2,10.8588,Medium Discount,57.9136,5.4294
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Office Supplies,Storage,39.72,5,0.2,4.4685,Medium Discount,7.944,0.8936999999999999
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Technology,Phones,244.768,4,0.2,24.4768,Medium Discount,48.9536,6.1192
Second Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,24.0,2,0.2,-2.7,Medium Discount,4.800000000000001,-1.35
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,15.552,3,0.2,5.4432,Medium Discount,3.1104000000000003,1.8144
Second Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,26.176,2,0.2,-3.272,Medium Discount,5.2352,-1.636
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Furniture,Furnishings,20.94,3,0.0,6.0726,No Discount,0.0,2.0242
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,135.09,9,0.0,62.1414,No Discount,0.0,6.904599999999999
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Technology,Accessories,279.86,14,0.0,64.3678,No Discount,0.0,4.597700000000001
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,90.06,6,0.0,41.4276,No Discount,0.0,6.904599999999999
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Technology,Phones,539.964,6,0.4,-107.9928,Medium Discount,215.98560000000003,-17.9988
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Technology,Phones,50.232,7,0.4,-10.0464,Medium Discount,20.0928,-1.4352
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Office Supplies,Binders,19.242,3,0.7,-13.4694,High Discount,13.4694,-4.4898
Second Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,1247.64,3,0.0,349.3392,No Discount,0.0,116.4464
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,5.304,3,0.2,0.4641,Medium Discount,1.0608000000000002,0.1547
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,19.136,4,0.2,5.98,Medium Discount,3.8272,1.495
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,332.832,4,0.2,-24.9624,Medium Discount,66.5664,-6.2406
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,279.9,5,0.0,137.151,No Discount,0.0,27.430200000000003
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,50.352,3,0.2,17.6232,Medium Discount,10.0704,5.8744000000000005
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,34.02,3,0.0,16.6698,No Discount,0.0,5.5565999999999995
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Art,23.88,6,0.0,8.1192,No Discount,0.0,1.3532
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Labels,11.52,4,0.0,5.6448,No Discount,0.0,1.4112
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,286.93,7,0.0,140.5957,No Discount,0.0,20.0851
Standard Class,Home Office,United States,San Francisco,California,94109,West,Technology,Phones,206.384,2,0.2,23.2182,Medium Discount,41.2768,11.6091
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,218.352,3,0.2,0.0,Medium Discount,43.6704,0.0
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,529.9,5,0.0,105.98,No Discount,0.0,21.196
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,99.3,10,0.0,41.706,No Discount,0.0,4.1706
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,108.96,2,0.0,30.5088,No Discount,0.0,15.2544
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,2.688,1,0.2,0.84,Medium Discount,0.5376000000000001,0.84
Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,5443.96,4,0.0,2504.2216,No Discount,0.0,626.0554
Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Furniture,Chairs,302.67,3,0.0,72.6408,No Discount,0.0,24.2136
Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,56.07,7,0.0,25.2315,No Discount,0.0,3.6045000000000003
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,10.08,2,0.2,3.276,Medium Discount,2.016,1.638
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,59.994,1,0.4,-12.9987,Medium Discount,23.997600000000002,-12.9987
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,5.715,5,0.7,-4.7625,High Discount,4.0005,-0.9525
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,9.42,5,0.7,-7.85,High Discount,6.593999999999999,-1.5699999999999998
Second Class,Corporate,United States,Warwick,Rhode Island,2886,East,Technology,Copiers,1999.96,4,0.0,899.982,No Discount,0.0,224.9955
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage,216.4,4,0.0,56.264,No Discount,0.0,14.066
Standard Class,Home Office,United States,El Paso,Texas,79907,Central,Office Supplies,Labels,6.936,3,0.2,2.3409,Medium Discount,1.3872,0.7803
Standard Class,Home Office,United States,El Paso,Texas,79907,Central,Office Supplies,Binders,4.428,3,0.8,-6.8634,High Discount,3.5424,-2.2878000000000003
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Art,8.8,5,0.0,2.552,No Discount,0.0,0.5104
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Technology,Accessories,142.8,1,0.0,29.988,No Discount,0.0,29.988
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Technology,Accessories,399.95,5,0.0,143.982,No Discount,0.0,28.7964
Standard Class,Consumer,United States,Buffalo,New York,14215,East,Office Supplies,Binders,2152.776,3,0.2,726.5619,Medium Discount,430.5552,242.18730000000002
Standard Class,Consumer,United States,Buffalo,New York,14215,East,Furniture,Bookcases,4007.84,10,0.2,-50.098,Medium Discount,801.5680000000001,-5.0098
First Class,Corporate,United States,Knoxville,Tennessee,37918,South,Furniture,Tables,328.59,3,0.4,-147.8655,Medium Discount,131.436,-49.2885
First Class,Corporate,United States,Knoxville,Tennessee,37918,South,Office Supplies,Storage,98.352,3,0.2,-24.588,Medium Discount,19.6704,-8.196
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Technology,Phones,158.99,1,0.0,41.3374,No Discount,0.0,41.3374
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Chairs,291.1,5,0.0,75.686,No Discount,0.0,15.137200000000002
First Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,73.68,6,0.0,34.6296,No Discount,0.0,5.7716
First Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,139.92,2,0.0,23.7864,No Discount,0.0,11.8932
First Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,107.88,3,0.2,10.788,Medium Discount,21.576,3.596
First Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,33.29,1,0.0,7.9896,No Discount,0.0,7.9896
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,58.17,5,0.7,-46.536,High Discount,40.719,-9.3072
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Labels,5.04,2,0.2,1.764,Medium Discount,1.008,0.882
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,24.784,1,0.2,7.745,Medium Discount,4.9568,7.745
Standard Class,Home Office,United States,Elmhurst,Illinois,60126,Central,Furniture,Chairs,634.116,6,0.3,-172.1172,Medium Discount,190.23479999999998,-28.6862
Standard Class,Home Office,United States,Elmhurst,Illinois,60126,Central,Office Supplies,Paper,17.472,3,0.2,5.6784,Medium Discount,3.4944000000000006,1.8928
First Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Furniture,Chairs,155.88,6,0.0,38.97,No Discount,0.0,6.495
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,327.564,4,0.1,21.8376,Low Discount,32.756400000000006,5.4594
Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,13.36,2,0.0,6.4128,No Discount,0.0,3.2064
Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Storage,158.9,5,0.0,7.945,No Discount,0.0,1.589
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Accessories,319.968,4,0.2,71.9928,Medium Discount,63.99360000000001,17.9982
